Age,Travel Style,Monthly Income (USD),Preferred Activities 1,Preferred Activities 2,Preferred Activities 3,Preferred Travel Season,Preferred Mode of Transportation,Tech Savvy,Accommodation Type,Category
55.0,group,8947.0,Whale Watching,Ayurvedic Spas,Hill Country,Spring,Uber,Low,Guesthouse,Luxury & Relaxation
44.0,solo,7177.0,Lake and River,Beaches,Ayurvedic Spas,Spring,AC-Bus,Medium,Hotel,Luxury & Relaxation
51.0,solo,9208.0,Beaches,Whale Watching,Ayurvedic Spas,Spring,Van,Low,Hotel,Luxury & Relaxation
51.0,solo,7782.0,Ayurvedic Spas,Whale Watching,Boutique Hotels,Winter,Uber,Low,Resort,Luxury & Relaxation
50.0,solo,7882.0,Hill Country,Ayurvedic Spas,Boutique Hotels,Fall,AC-Bus,Medium,Guesthouse,Luxury & Relaxation
53.0,group,6059.0,Lake and River,Beaches,Whale Watching,Spring,Uber,Low,Hotel,Luxury & Relaxation
57.0,solo,9568.0,Boutique Hotels,Lake and River,Hill Country,Winter,Car,Low,Resort,Luxury & Relaxation
52.0,group,8378.0,Lake and River,Beaches,Ayurvedic Spas,Winter,AC-Bus,Low,Resort,Luxury & Relaxation
40.0,solo,5599.0,Whale Watching,Hill Country,Beaches,Spring,AC-Bus,Medium,Hotel,Luxury & Relaxation
47.0,couples,5653.0,Ayurvedic Spas,Lake and River,Boutique Hotels,Winter,PickMe,Medium,Resort,Luxury & Relaxation
45.0,group,6886.0,Whale Watching,Boutique Hotels,Hill Country,Spring,AC-Bus,Medium,Hotel,Luxury & Relaxation
55.0,solo,7266.0,Boutique Hotels,Ayurvedic Spas,Whale Watching,Spring,Van,Low,Resort,Luxury & Relaxation
47.0,solo,6181.0,Boutique Hotels,Beaches,Ayurvedic Spas,Spring,Car,Medium,Guesthouse,Luxury & Relaxation
58.0,group,8116.0,Boutique Hotels,Ayurvedic Spas,Beaches,Winter,AC-Bus,Low,Guesthouse,Luxury & Relaxation
57.0,solo,7840.0,Hill Country,Lake and River,Whale Watching,Winter,Uber,Low,Resort,Luxury & Relaxation
41.0,group,6517.0,Beaches,Lake and River,Hill Country,Winter,AC-Bus,Medium,Guesthouse,Luxury & Relaxation
45.0,couples,5610.0,Hill Country,Ayurvedic Spas,Boutique Hotels,Winter,Car,Medium,Hotel,Luxury & Relaxation
49.0,solo,5826.0,Hill Country,Boutique Hotels,Beaches,Winter,Car,Medium,Resort,Luxury & Relaxation
44.0,couples,7858.0,Beaches,Whale Watching,Hill Country,Winter,PickMe,Medium,Guesthouse,Luxury & Relaxation
51.0,couples,6761.0,Beaches,Lake and River,Whale Watching,Summer,Car,Low,Hotel,Luxury & Relaxation
47.0,solo,5222.0,Ayurvedic Spas,Boutique Hotels,Whale Watching,Winter,Car,Medium,Resort,Luxury & Relaxation
54.0,solo,9070.0,Whale Watching,Beaches,Ayurvedic Spas,Spring,Car,Low,Hotel,Luxury & Relaxation
41.0,solo,6446.0,Whale Watching,Boutique Hotels,Ayurvedic Spas,Spring,AC-Bus,Medium,Guesthouse,Luxury & Relaxation
58.0,solo,6694.0,Ayurvedic Spas,Whale Watching,Lake and River,Winter,Van,Low,Guesthouse,Luxury & Relaxation
58.0,group,7806.0,Hill Country,Lake and River,Beaches,Winter,Car,Low,Hotel,Luxury & Relaxation
53.0,solo,6703.0,Hill Country,Ayurvedic Spas,Beaches,Winter,Uber,Low,Hotel,Luxury & Relaxation
40.0,solo,7816.0,Whale Watching,Ayurvedic Spas,Beaches,Spring,Van,Medium,Guesthouse,Luxury & Relaxation
58.0,group,9880.0,Ayurvedic Spas,Beaches,Hill Country,Winter,AC-Bus,Low,Guesthouse,Luxury & Relaxation
57.0,solo,8542.0,Whale Watching,Boutique Hotels,Ayurvedic Spas,Spring,Van,Low,Guesthouse,Luxury & Relaxation
58.0,solo,8451.0,Whale Watching,Boutique Hotels,Beaches,Spring,Van,Low,Guesthouse,Luxury & Relaxation
65.0,group,9852.0,Beaches,Ayurvedic Spas,Hill Country,Spring,Uber,Low,Guesthouse,Luxury & Relaxation
69.0,solo,8508.0,Lake and River,Whale Watching,Beaches,Winter,Van,Low,Resort,Luxury & Relaxation
63.0,group,6352.0,Whale Watching,Ayurvedic Spas,Boutique Hotels,Spring,Uber,Low,Guesthouse,Luxury & Relaxation
43.0,solo,5650.0,Hill Country,Boutique Hotels,Beaches,Winter,Car,Medium,Resort,Luxury & Relaxation
51.0,couples,7744.0,Lake and River,Boutique Hotels,Ayurvedic Spas,Spring,Car,Low,Hotel,Luxury & Relaxation
55.0,solo,9830.0,Boutique Hotels,Beaches,Whale Watching,Spring,AC-Bus,Low,Guesthouse,Luxury & Relaxation
40.0,couples,5219.0,Beaches,Hill Country,Whale Watching,Spring,Uber,Medium,Hotel,Luxury & Relaxation
50.0,group,7771.0,Whale Watching,Hill Country,Boutique Hotels,Winter,Uber,Medium,Resort,Luxury & Relaxation
44.0,solo,7508.0,Ayurvedic Spas,Hill Country,Beaches,Spring,Van,Medium,Hotel,Luxury & Relaxation
50.0,solo,5238.0,Lake and River,Hill Country,Ayurvedic Spas,Winter,Car,Medium,Hotel,Luxury & Relaxation
57.0,group,6758.0,Hill Country,Lake and River,Whale Watching,Winter,Car,Low,Hotel,Luxury & Relaxation
41.0,group,5554.0,Ayurvedic Spas,Beaches,Lake and River,Spring,AC-Bus,Medium,Hotel,Luxury & Relaxation
54.0,couples,9103.0,Boutique Hotels,Lake and River,Whale Watching,Spring,PickMe,Low,Hotel,Luxury & Relaxation
59.0,group,8477.0,Whale Watching,Hill Country,Ayurvedic Spas,Spring,Uber,Low,Guesthouse,Luxury & Relaxation
49.0,group,7382.0,Whale Watching,Beaches,Ayurvedic Spas,Spring,Car,Medium,Hotel,Luxury & Relaxation
42.0,couples,7935.0,Boutique Hotels,Hill Country,Beaches,Winter,Uber,Medium,Resort,Luxury & Relaxation
40.0,solo,6028.0,Beaches,Boutique Hotels,Hill Country,Spring,AC-Bus,Medium,Hotel,Luxury & Relaxation
68.0,group,7114.0,Hill Country,Whale Watching,Boutique Hotels,Spring,Van,Low,Resort,Luxury & Relaxation
51.0,solo,9037.0,Beaches,Ayurvedic Spas,Lake and River,Spring,Uber,Low,Hotel,Luxury & Relaxation
43.0,group,7668.0,Lake and River,Hill Country,Ayurvedic Spas,Winter,AC-Bus,Medium,Hotel,Luxury & Relaxation
60.0,group,7637.0,Hill Country,Ayurvedic Spas,Boutique Hotels,Spring,AC-Bus,Low,Guesthouse,Luxury & Relaxation
45.0,group,5244.0,Beaches,Boutique Hotels,Lake and River,Winter,AC-Bus,Medium,Resort,Luxury & Relaxation
44.0,solo,6665.0,Ayurvedic Spas,Lake and River,Hill Country,Spring,Car,Medium,Guesthouse,Luxury & Relaxation
40.0,solo,5540.0,Beaches,Boutique Hotels,Lake and River,Fall,Uber,Medium,Hotel,Luxury & Relaxation
69.0,group,9007.0,Ayurvedic Spas,Whale Watching,Beaches,Winter,Van,Low,Resort,Luxury & Relaxation
61.0,solo,7579.0,Hill Country,Lake and River,Beaches,Summer,Van,Low,Guesthouse,Luxury & Relaxation
44.0,couples,7935.0,Ayurvedic Spas,Hill Country,Lake and River,Fall,Car,Medium,Resort,Luxury & Relaxation
45.0,solo,5005.0,Lake and River,Beaches,Boutique Hotels,Spring,Uber,Medium,Guesthouse,Luxury & Relaxation
57.0,group,6938.0,Hill Country,Lake and River,Boutique Hotels,Spring,AC-Bus,Low,Resort,Luxury & Relaxation
59.0,solo,9926.0,Boutique Hotels,Beaches,Whale Watching,Winter,Uber,Low,Hotel,Luxury & Relaxation
44.0,solo,7371.0,Lake and River,Beaches,Hill Country,Spring,Van,Medium,Hotel,Luxury & Relaxation
68.0,group,6714.0,Lake and River,Whale Watching,Boutique Hotels,Winter,Van,Low,Hotel,Luxury & Relaxation
43.0,solo,6682.0,Beaches,Boutique Hotels,Whale Watching,Winter,Uber,Medium,Guesthouse,Luxury & Relaxation
47.0,couples,6286.0,Boutique Hotels,Ayurvedic Spas,Whale Watching,Spring,Car,Medium,Guesthouse,Luxury & Relaxation
59.0,group,6815.0,Hill Country,Beaches,Lake and River,Fall,Van,Low,Resort,Luxury & Relaxation
50.0,solo,7581.0,Lake and River,Hill Country,Ayurvedic Spas,Winter,Car,Medium,Hotel,Luxury & Relaxation
52.0,group,6062.0,Boutique Hotels,Ayurvedic Spas,Lake and River,Winter,Car,Low,Hotel,Luxury & Relaxation
49.0,group,7613.0,Hill Country,Ayurvedic Spas,Beaches,Winter,Car,Medium,Resort,Luxury & Relaxation
55.0,couples,6431.0,Ayurvedic Spas,Hill Country,Whale Watching,Spring,PickMe,Low,Guesthouse,Luxury & Relaxation
59.0,couples,6103.0,Lake and River,Whale Watching,Hill Country,Spring,Van,Low,Guesthouse,Luxury & Relaxation
49.0,solo,7986.0,Beaches,Whale Watching,Hill Country,Fall,Van,Medium,Resort,Luxury & Relaxation
45.0,couples,7024.0,Beaches,Boutique Hotels,Ayurvedic Spas,Spring,Van,Medium,Guesthouse,Luxury & Relaxation
67.0,solo,6042.0,Lake and River,Ayurvedic Spas,Hill Country,Winter,AC-Bus,Low,Guesthouse,Luxury & Relaxation
51.0,group,8590.0,Beaches,Lake and River,Hill Country,Winter,AC-Bus,Low,Hotel,Luxury & Relaxation
56.0,solo,8201.0,Hill Country,Beaches,Lake and River,Spring,Van,Low,Guesthouse,Luxury & Relaxation
45.0,couples,6293.0,Boutique Hotels,Lake and River,Whale Watching,Winter,PickMe,Medium,Resort,Luxury & Relaxation
46.0,group,7358.0,Boutique Hotels,Hill Country,Whale Watching,Winter,Van,Medium,Resort,Luxury & Relaxation
49.0,group,6244.0,Boutique Hotels,Ayurvedic Spas,Lake and River,Spring,Van,Medium,Hotel,Luxury & Relaxation
47.0,couples,6476.0,Ayurvedic Spas,Beaches,Lake and River,Winter,Uber,Medium,Guesthouse,Luxury & Relaxation
47.0,solo,7160.0,Beaches,Whale Watching,Hill Country,Spring,Car,Medium,Resort,Luxury & Relaxation
58.0,solo,6161.0,Ayurvedic Spas,Beaches,Boutique Hotels,Winter,Car,Low,Hotel,Luxury & Relaxation
50.0,couples,5053.0,Boutique Hotels,Whale Watching,Hill Country,Winter,PickMe,Medium,Guesthouse,Luxury & Relaxation
48.0,couples,6620.0,Boutique Hotels,Beaches,Ayurvedic Spas,Summer,Car,Medium,Hotel,Luxury & Relaxation
51.0,solo,9126.0,Ayurvedic Spas,Beaches,Boutique Hotels,Spring,AC-Bus,Low,Resort,Luxury & Relaxation
46.0,solo,6366.0,Beaches,Whale Watching,Boutique Hotels,Spring,Van,Medium,Guesthouse,Luxury & Relaxation
47.0,couples,6903.0,Whale Watching,Hill Country,Boutique Hotels,Winter,PickMe,Medium,Resort,Luxury & Relaxation
40.0,couples,5542.0,Boutique Hotels,Beaches,Lake and River,Fall,Uber,Medium,Hotel,Luxury & Relaxation
52.0,couples,6653.0,Beaches,Boutique Hotels,Ayurvedic Spas,Winter,Van,Low,Hotel,Luxury & Relaxation
47.0,couples,6660.0,Ayurvedic Spas,Lake and River,Boutique Hotels,Spring,PickMe,Medium,Hotel,Luxury & Relaxation
48.0,group,6077.0,Boutique Hotels,Hill Country,Lake and River,Winter,Uber,Medium,Hotel,Luxury & Relaxation
56.0,group,6350.0,Whale Watching,Ayurvedic Spas,Boutique Hotels,Fall,AC-Bus,Low,Resort,Luxury & Relaxation
49.0,couples,7688.0,Hill Country,Beaches,Lake and River,Spring,Car,Medium,Guesthouse,Luxury & Relaxation
50.0,group,6494.0,Boutique Hotels,Lake and River,Whale Watching,Spring,Van,Medium,Guesthouse,Luxury & Relaxation
50.0,couples,6255.0,Beaches,Hill Country,Whale Watching,Winter,Van,Medium,Guesthouse,Luxury & Relaxation
49.0,couples,7634.0,Beaches,Boutique Hotels,Hill Country,Winter,Van,Medium,Guesthouse,Luxury & Relaxation
58.0,solo,7473.0,Hill Country,Beaches,Ayurvedic Spas,Summer,Car,Low,Hotel,Luxury & Relaxation
51.0,solo,8711.0,Ayurvedic Spas,Boutique Hotels,Hill Country,Winter,Car,Low,Hotel,Luxury & Relaxation
58.0,group,8408.0,Ayurvedic Spas,Hill Country,Lake and River,Winter,Van,Low,Guesthouse,Luxury & Relaxation
51.0,solo,9813.0,Lake and River,Hill Country,Beaches,Winter,Uber,Low,Hotel,Luxury & Relaxation
42.0,group,6389.0,Hill Country,Beaches,Lake and River,Winter,AC-Bus,Medium,Guesthouse,Luxury & Relaxation
59.0,group,6048.0,Boutique Hotels,Hill Country,Ayurvedic Spas,Winter,Car,Low,Resort,Luxury & Relaxation
49.0,solo,6883.0,Beaches,Ayurvedic Spas,Boutique Hotels,Winter,Car,Medium,Guesthouse,Luxury & Relaxation
59.0,group,7472.0,Lake and River,Boutique Hotels,Hill Country,Winter,Van,Low,Hotel,Luxury & Relaxation
61.0,group,9434.0,Ayurvedic Spas,Boutique Hotels,Lake and River,Winter,AC-Bus,Low,Guesthouse,Luxury & Relaxation
45.0,couples,6776.0,Beaches,Hill Country,Boutique Hotels,Winter,Uber,Medium,Guesthouse,Luxury & Relaxation
55.0,couples,8172.0,Hill Country,Whale Watching,Lake and River,Winter,Car,Low,Resort,Luxury & Relaxation
41.0,couples,7508.0,Ayurvedic Spas,Hill Country,Beaches,Winter,Van,Medium,Hotel,Luxury & Relaxation
42.0,couples,5721.0,Beaches,Hill Country,Boutique Hotels,Spring,Uber,Medium,Resort,Luxury & Relaxation
70.0,group,8874.0,Whale Watching,Hill Country,Ayurvedic Spas,Summer,Car,Low,Resort,Luxury & Relaxation
43.0,solo,7066.0,Whale Watching,Ayurvedic Spas,Lake and River,Fall,Uber,Medium,Hotel,Luxury & Relaxation
40.0,solo,5870.0,Hill Country,Boutique Hotels,Whale Watching,Spring,Car,Medium,Guesthouse,Luxury & Relaxation
51.0,couples,9221.0,Hill Country,Ayurvedic Spas,Beaches,Spring,Van,Low,Hotel,Luxury & Relaxation
52.0,group,8803.0,Boutique Hotels,Hill Country,Lake and River,Spring,Van,Low,Hotel,Luxury & Relaxation
58.0,group,9378.0,Hill Country,Beaches,Lake and River,Summer,Uber,Low,Resort,Luxury & Relaxation
42.0,couples,7088.0,Whale Watching,Beaches,Boutique Hotels,Spring,Car,Medium,Resort,Luxury & Relaxation
40.0,solo,7637.0,Hill Country,Whale Watching,Boutique Hotels,Spring,Van,Medium,Hotel,Luxury & Relaxation
45.0,group,5288.0,Lake and River,Whale Watching,Beaches,Spring,Uber,Medium,Resort,Luxury & Relaxation
57.0,group,6612.0,Hill Country,Whale Watching,Lake and River,Winter,Car,Low,Guesthouse,Luxury & Relaxation
52.0,group,8572.0,Hill Country,Lake and River,Boutique Hotels,Spring,Van,Low,Hotel,Luxury & Relaxation
56.0,solo,6960.0,Lake and River,Beaches,Whale Watching,Spring,Car,Low,Resort,Luxury & Relaxation
47.0,solo,6749.0,Boutique Hotels,Lake and River,Beaches,Winter,Uber,Medium,Hotel,Luxury & Relaxation
57.0,couples,8707.0,Beaches,Ayurvedic Spas,Lake and River,Winter,Van,Low,Resort,Luxury & Relaxation
58.0,group,9506.0,Whale Watching,Ayurvedic Spas,Boutique Hotels,Winter,Car,Low,Hotel,Luxury & Relaxation
59.0,group,7953.0,Ayurvedic Spas,Lake and River,Beaches,Winter,Uber,Low,Guesthouse,Luxury & Relaxation
46.0,solo,5704.0,Boutique Hotels,Hill Country,Beaches,Fall,Uber,Medium,Hotel,Luxury & Relaxation
45.0,solo,7876.0,Lake and River,Hill Country,Boutique Hotels,Spring,Car,Medium,Guesthouse,Luxury & Relaxation
57.0,couples,7585.0,Beaches,Lake and River,Hill Country,Winter,Uber,Low,Resort,Luxury & Relaxation
40.0,group,7255.0,Lake and River,Whale Watching,Beaches,Spring,Uber,Medium,Guesthouse,Luxury & Relaxation
45.0,couples,7449.0,Beaches,Hill Country,Whale Watching,Winter,PickMe,Medium,Resort,Luxury & Relaxation
59.0,couples,9039.0,Ayurvedic Spas,Lake and River,Hill Country,Spring,Uber,Low,Resort,Luxury & Relaxation
58.0,group,8328.0,Whale Watching,Lake and River,Beaches,Summer,AC-Bus,Low,Resort,Luxury & Relaxation
56.0,couples,9651.0,Hill Country,Ayurvedic Spas,Boutique Hotels,Spring,Uber,Low,Resort,Luxury & Relaxation
40.0,group,7989.0,Ayurvedic Spas,Hill Country,Lake and River,Summer,Van,Medium,Hotel,Luxury & Relaxation
55.0,solo,9520.0,Ayurvedic Spas,Lake and River,Beaches,Spring,Car,Low,Hotel,Luxury & Relaxation
65.0,solo,9482.0,Boutique Hotels,Ayurvedic Spas,Whale Watching,Winter,Van,Low,Resort,Luxury & Relaxation
42.0,couples,5947.0,Ayurvedic Spas,Hill Country,Beaches,Fall,Car,Medium,Hotel,Luxury & Relaxation
50.0,couples,6809.0,Beaches,Boutique Hotels,Hill Country,Spring,Uber,Medium,Guesthouse,Luxury & Relaxation
58.0,solo,7007.0,Whale Watching,Ayurvedic Spas,Lake and River,Winter,AC-Bus,Low,Hotel,Luxury & Relaxation
43.0,couples,6165.0,Boutique Hotels,Hill Country,Whale Watching,Winter,Uber,Medium,Hotel,Luxury & Relaxation
69.0,couples,9899.0,Lake and River,Beaches,Whale Watching,Spring,Van,Low,Hotel,Luxury & Relaxation
42.0,group,7045.0,Whale Watching,Beaches,Boutique Hotels,Spring,AC-Bus,Medium,Hotel,Luxury & Relaxation
44.0,couples,6914.0,Hill Country,Lake and River,Boutique Hotels,Spring,Van,Medium,Hotel,Luxury & Relaxation
58.0,group,9356.0,Whale Watching,Boutique Hotels,Ayurvedic Spas,Spring,Uber,Low,Guesthouse,Luxury & Relaxation
59.0,group,8836.0,Boutique Hotels,Whale Watching,Beaches,Spring,Uber,Low,Resort,Luxury & Relaxation
41.0,couples,6149.0,Whale Watching,Hill Country,Lake and River,Winter,PickMe,Medium,Resort,Luxury & Relaxation
48.0,group,6709.0,Boutique Hotels,Beaches,Whale Watching,Spring,Uber,Medium,Resort,Luxury & Relaxation
52.0,couples,7942.0,Lake and River,Beaches,Whale Watching,Winter,PickMe,Low,Resort,Luxury & Relaxation
48.0,solo,7530.0,Ayurvedic Spas,Lake and River,Whale Watching,Spring,Uber,Medium,Guesthouse,Luxury & Relaxation
47.0,couples,7945.0,Whale Watching,Hill Country,Lake and River,Fall,Car,Medium,Guesthouse,Luxury & Relaxation
58.0,group,7728.0,Boutique Hotels,Ayurvedic Spas,Beaches,Winter,Van,Low,Resort,Luxury & Relaxation
55.0,solo,9271.0,Beaches,Lake and River,Ayurvedic Spas,Spring,AC-Bus,Low,Resort,Luxury & Relaxation
59.0,solo,8507.0,Beaches,Hill Country,Whale Watching,Spring,Car,Low,Hotel,Luxury & Relaxation
58.0,solo,8873.0,Beaches,Whale Watching,Hill Country,Winter,AC-Bus,Low,Resort,Luxury & Relaxation
46.0,solo,7731.0,Ayurvedic Spas,Lake and River,Beaches,Winter,Van,Medium,Hotel,Luxury & Relaxation
47.0,couples,6502.0,Hill Country,Beaches,Boutique Hotels,Winter,Car,Medium,Resort,Luxury & Relaxation
50.0,couples,6222.0,Boutique Hotels,Whale Watching,Lake and River,Winter,Van,Medium,Guesthouse,Luxury & Relaxation
40.0,group,7089.0,Lake and River,Hill Country,Ayurvedic Spas,Winter,Uber,Medium,Resort,Luxury & Relaxation
51.0,couples,7212.0,Hill Country,Whale Watching,Beaches,Winter,Uber,Low,Hotel,Luxury & Relaxation
53.0,couples,6172.0,Lake and River,Hill Country,Ayurvedic Spas,Winter,Van,Low,Guesthouse,Luxury & Relaxation
57.0,group,8983.0,Hill Country,Ayurvedic Spas,Whale Watching,Winter,Car,Low,Resort,Luxury & Relaxation
50.0,couples,6680.0,Beaches,Lake and River,Ayurvedic Spas,Winter,Car,Medium,Hotel,Luxury & Relaxation
44.0,couples,6483.0,Boutique Hotels,Beaches,Lake and River,Fall,PickMe,Medium,Guesthouse,Luxury & Relaxation
55.0,solo,7703.0,Hill Country,Beaches,Whale Watching,Winter,Car,Low,Guesthouse,Luxury & Relaxation
41.0,solo,6751.0,Boutique Hotels,Lake and River,Beaches,Spring,Uber,Medium,Guesthouse,Luxury & Relaxation
44.0,solo,5906.0,Boutique Hotels,Ayurvedic Spas,Lake and River,Spring,Van,Medium,Resort,Luxury & Relaxation
48.0,solo,6925.0,Ayurvedic Spas,Hill Country,Boutique Hotels,Spring,Car,Medium,Guesthouse,Luxury & Relaxation
55.0,couples,7867.0,Beaches,Whale Watching,Lake and River,Spring,Car,Low,Guesthouse,Luxury & Relaxation
58.0,solo,6478.0,Lake and River,Whale Watching,Ayurvedic Spas,Spring,AC-Bus,Low,Resort,Luxury & Relaxation
51.0,group,7649.0,Boutique Hotels,Lake and River,Whale Watching,Spring,Uber,Low,Hotel,Luxury & Relaxation
45.0,solo,7690.0,Lake and River,Whale Watching,Hill Country,Winter,AC-Bus,Medium,Hotel,Luxury & Relaxation
42.0,solo,6599.0,Hill Country,Whale Watching,Boutique Hotels,Winter,Van,Medium,Guesthouse,Luxury & Relaxation
57.0,group,7407.0,Whale Watching,Ayurvedic Spas,Lake and River,Winter,Car,Low,Hotel,Luxury & Relaxation
41.0,couples,6919.0,Boutique Hotels,Ayurvedic Spas,Whale Watching,Fall,Car,Medium,Guesthouse,Luxury & Relaxation
46.0,group,5587.0,Whale Watching,Ayurvedic Spas,Boutique Hotels,Fall,Van,Medium,Hotel,Luxury & Relaxation
41.0,group,7892.0,Hill Country,Beaches,Lake and River,Spring,Uber,Medium,Hotel,Luxury & Relaxation
47.0,couples,7250.0,Boutique Hotels,Ayurvedic Spas,Beaches,Winter,Van,Medium,Resort,Luxury & Relaxation
53.0,solo,9995.0,Boutique Hotels,Beaches,Ayurvedic Spas,Spring,Van,Low,Resort,Luxury & Relaxation
52.0,couples,7874.0,Hill Country,Lake and River,Ayurvedic Spas,Winter,Uber,Low,Guesthouse,Luxury & Relaxation
48.0,solo,7416.0,Lake and River,Whale Watching,Ayurvedic Spas,Winter,Van,Medium,Guesthouse,Luxury & Relaxation
55.0,group,7977.0,Boutique Hotels,Hill Country,Beaches,Winter,Car,Low,Guesthouse,Luxury & Relaxation
60.0,group,6007.0,Beaches,Whale Watching,Lake and River,Summer,Van,Low,Resort,Luxury & Relaxation
56.0,solo,7863.0,Whale Watching,Hill Country,Boutique Hotels,Spring,Van,Low,Resort,Luxury & Relaxation
40.0,solo,7112.0,Beaches,Ayurvedic Spas,Hill Country,Spring,Uber,Medium,Hotel,Luxury & Relaxation
52.0,couples,8065.0,Beaches,Hill Country,Lake and River,Winter,Car,Low,Hotel,Luxury & Relaxation
51.0,solo,9653.0,Beaches,Hill Country,Lake and River,Winter,Van,Low,Hotel,Luxury & Relaxation
59.0,group,9289.0,Boutique Hotels,Hill Country,Lake and River,Spring,AC-Bus,Low,Guesthouse,Luxury & Relaxation
46.0,couples,6931.0,Ayurvedic Spas,Lake and River,Boutique Hotels,Winter,Uber,Medium,Hotel,Luxury & Relaxation
44.0,couples,6933.0,Whale Watching,Lake and River,Beaches,Winter,PickMe,Medium,Guesthouse,Luxury & Relaxation
60.0,group,7505.0,Beaches,Ayurvedic Spas,Boutique Hotels,Winter,Van,Low,Resort,Luxury & Relaxation
46.0,solo,7086.0,Whale Watching,Boutique Hotels,Lake and River,Spring,Uber,Medium,Hotel,Luxury & Relaxation
40.0,couples,5153.0,Hill Country,Whale Watching,Ayurvedic Spas,Spring,Car,Medium,Resort,Luxury & Relaxation
59.0,group,6157.0,Ayurvedic Spas,Whale Watching,Hill Country,Fall,Car,Low,Resort,Luxury & Relaxation
46.0,solo,7942.0,Hill Country,Beaches,Lake and River,Winter,Uber,Medium,Hotel,Luxury & Relaxation
53.0,group,9582.0,Hill Country,Whale Watching,Lake and River,Spring,Car,Low,Resort,Luxury & Relaxation
57.0,group,6674.0,Whale Watching,Lake and River,Beaches,Winter,Van,Low,Guesthouse,Luxury & Relaxation
50.0,group,7013.0,Hill Country,Lake and River,Beaches,Spring,Car,Medium,Hotel,Luxury & Relaxation
58.0,group,6198.0,Whale Watching,Hill Country,Beaches,Winter,Van,Low,Guesthouse,Luxury & Relaxation
44.0,solo,7038.0,Lake and River,Hill Country,Beaches,Spring,Van,Medium,Resort,Luxury & Relaxation
55.0,couples,9138.0,Beaches,Boutique Hotels,Lake and River,Winter,Uber,Low,Guesthouse,Luxury & Relaxation
61.0,group,8227.0,Hill Country,Lake and River,Whale Watching,Winter,Van,Low,Resort,Luxury & Relaxation
48.0,couples,7555.0,Hill Country,Whale Watching,Ayurvedic Spas,Winter,Van,Medium,Resort,Luxury & Relaxation
56.0,group,9302.0,Lake and River,Ayurvedic Spas,Boutique Hotels,Winter,AC-Bus,Low,Resort,Luxury & Relaxation
58.0,group,9489.0,Boutique Hotels,Beaches,Lake and River,Spring,Car,Low,Guesthouse,Luxury & Relaxation
59.0,solo,7701.0,Ayurvedic Spas,Lake and River,Boutique Hotels,Spring,AC-Bus,Low,Resort,Luxury & Relaxation
40.0,group,6208.0,Beaches,Ayurvedic Spas,Lake and River,Winter,Van,Medium,Hotel,Luxury & Relaxation
